Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SwapMate_Web_TestSuite,Firefox 100.0,,,2022-05-24 19:08:12,2022-05-24 19:10:02,1m - 49.582s,PASSED
,,,,,,,
Test Cases/Admin/Login,Firefox 100.0,,,2022-05-24 19:08:12,2022-05-24 19:08:25,12.807s,PASSED
"openBrowser("""")",Firefox 100.0,,,2022-05-24 19:08:13,2022-05-24 19:08:17,4.469s,PASSED
"navigateToUrl(""http://localhost:4200/site"")",Firefox 100.0,,,2022-05-24 19:08:17,2022-05-24 19:08:19,1.837s,PASSED
"click(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/i_Products_fas fa-user-cog""))",Firefox 100.0,,,2022-05-24 19:08:19,2022-05-24 19:08:21,2.137s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/h3_Admin Login Panel""), 0)",Firefox 100.0,,,2022-05-24 19:08:21,2022-05-24 19:08:21,0.475s,PASSED
"setText(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/input_Email address_email""), ""Admin@gmail.com"")",Firefox 100.0,,,2022-05-24 19:08:21,2022-05-24 19:08:22,0.527s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/input_Password_password""), ""/5S6MFFLcE4mlsixtc6/Tg=="")",Firefox 100.0,,,2022-05-24 19:08:22,2022-05-24 19:08:22,0.317s,PASSED
"click(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/button_Submit""))",Firefox 100.0,,,2022-05-24 19:08:22,2022-05-24 19:08:23,0.511s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/a_SwapMate Admin""), 0)",Firefox 100.0,,,2022-05-24 19:08:23,2022-05-24 19:08:25,2.217s,PASSED
,,,,,,,
Test Cases/Admin/Page Navigation,Firefox 100.0,,,2022-05-24 19:08:25,2022-05-24 19:08:51,25.670s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_Dashboard""))",Firefox 100.0,,,2022-05-24 19:08:25,2022-05-24 19:08:26,0.802s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h1_Dashboard""), 0)",Firefox 100.0,,,2022-05-24 19:08:26,2022-05-24 19:08:27,0.768s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_Showroom New""))",Firefox 100.0,,,2022-05-24 19:08:27,2022-05-24 19:08:28,1.277s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h1_Showroom""), 0)",Firefox 100.0,,,2022-05-24 19:08:28,2022-05-24 19:08:29,0.791s,PASSED
