Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SwapMate_Mobile_TestSuite,,,,2022-05-21 19:26:48,2022-05-21 19:28:40,1m - 52.514s,FAILED
,,,,,,,
Test Cases/Customer/Registration,,,,2022-05-21 19:26:48,2022-05-21 19:27:17,29.179s,PASSED
"startApplication(""C:\Users\prabh\Documents\GitHub\SwapMateMobile\build\app\outputs\flutter-apk\app.apk"", true)",,,,2022-05-21 19:26:48,2022-05-21 19:27:04,15.778s,PASSED
"tapAndHold(findTestObject(""Register/android.widget.Button""), 0, 0)",,,,2022-05-21 19:27:04,2022-05-21 19:27:07,2.804s,PASSED
"tap(findTestObject(""Object Repository/Register/android.widget.EditText - E-mail Address (1)""), 0)",,,,2022-05-21 19:27:07,2022-05-21 19:27:08,1.196s,PASSED
"setText(findTestObject(""Object Repository/Register/android.widget.EditText - E-mail Address""), ""testing@gmail.com"", 0)",,,,2022-05-21 19:27:08,2022-05-21 19:27:09,0.849s,PASSED
"tap(findTestObject(""Object Repository/Register/android.widget.EditText - Password (1)""), 0)",,,,2022-05-21 19:27:09,2022-05-21 19:27:10,0.736s,PASSED
"setText(findTestObject(""Object Repository/Register/android.widget.EditText - Password""), ""123456"", 0)",,,,2022-05-21 19:27:10,2022-05-21 19:27:10,0.679s,PASSED
"tap(findTestObject(""Object Repository/Register/android.widget.EditText - Re-enter Password (1)""), 0)",,,,2022-05-21 19:27:10,2022-05-21 19:27:11,0.723s,PASSED
"setText(findTestObject(""Object Repository/Register/android.widget.EditText - Re-enter Password""), ""123456"", 0)",,,,2022-05-21 19:27:11,2022-05-21 19:27:12,0.730s,PASSED
hideKeyboard(),,,,2022-05-21 19:27:12,2022-05-21 19:27:14,1.824s,PASSED
"tapAndHold(findTestObject(""Customer/Register/android.widget.Button (1)""), 0, 0)",,,,2022-05-21 19:27:14,2022-05-21 19:27:17,3.545s,PASSED
,,,,,,,
Test Cases/Customer/Update Profile Details,,,,2022-05-21 19:27:17,2022-05-21 19:27:40,22.947s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.EditText - First Name""), 0, STOP_ON_FAILURE)",,,,2022-05-21 19:27:18,2022-05-21 19:27:21,3.510s,PASSED
"setText(findTestObject(""Customer/Update Profile/android.widget.EditText - First Name""), ""TestingFirstname"", 0)",,,,2022-05-21 19:27:21,2022-05-21 19:27:22,0.696s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.EditText - Last Name""), 0)",,,,2022-05-21 19:27:22,2022-05-21 19:27:23,1.019s,PASSED
"setText(findTestObject(""Customer/Update Profile/android.widget.EditText - Last Name""), ""TestingLastname"", 0)",,,,2022-05-21 19:27:23,2022-05-21 19:27:24,0.769s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.EditText - Address""), 0)",,,,2022-05-21 19:27:24,2022-05-21 19:27:25,1.015s,PASSED
"setText(findTestObject(""Customer/Update Profile/android.widget.EditText - Address""), ""18/7, Testing Street, QA"", 0)",,,,2022-05-21 19:27:25,2022-05-21 19:27:25,0.758s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.EditText - Contact Number""), 0)",,,,2022-05-21 19:27:25,2022-05-21 19:27:26,0.975s,PASSED
"setText(findTestObject(""Customer/Update Profile/android.widget.EditText - Contact Number""), ""0745678932"", 0)",,,,2022-05-21 19:27:26,2022-05-21 19:27:27,0.760s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.EditText - Nic""), 0)",,,,2022-05-21 19:27:27,2022-05-21 19:27:28,1.288s,PASSED
"setText(findTestObject(""Customer/Update Profile/android.widget.EditText - Nic""), ""200286798484"", 0)",,,,2022-05-21 19:27:28,2022-05-21 19:27:28,0.121s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.EditText - Age""), 0)",,,,2022-05-21 19:27:28,2022-05-21 19:27:30,1.362s,PASSED
"setText(findTestObject(""Customer/Update Profile/android.widget.EditText - Age""), ""26"", 0)",,,,2022-05-21 19:27:30,2022-05-21 19:27:30,0.126s,PASSED
"tap(findTestObject(""Customer/Update Profile/android.view.View (2)""), 0)",,,,2022-05-21 19:27:30,2022-05-21 19:27:31,0.699s,PASSED
"tapAndHold(findTestObject(""Customer/Update Profile/android.view.View (2)""), 0, 0)",,,,2022-05-21 19:27:31,2022-05-21 19:27:34,3.359s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.Button (1)""), 0)",,,,2022-05-21 19:27:34,2022-05-21 19:27:34,0.249s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Update Profile/android.view.View (3)""), 0, 0)",,,,2022-05-21 19:27:34,2022-05-21 19:27:38,3.350s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Update Profile/android.widget.Button (2)""), 0, 0)",,,,2022-05-21 19:27:38,2022-05-21 19:27:40,2.655s,PASSED
,,,,,,,
Test Cases/Customer/Logout,,,,2022-05-21 19:27:40,2022-05-21 19:27:45,4.992s,PASSED
"tap(findTestObject(""Object Repository/Customer/Logout/android.widget.Button""), 0)",,,,2022-05-21 19:27:40,2022-05-21 19:27:42,1.262s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Logout/android.view.View""), 0, 0)",,,,2022-05-21 19:27:42,2022-05-21 19:27:44,2.631s,PASSED
closeApplication(),,,,2022-05-21 19:27:44,2022-05-21 19:27:45,0.881s,PASSED
,,,,,,,
Test Cases/Customer/Login,,,,2022-05-21 19:27:45,2022-05-21 19:28:09,23.579s,PASSED
"startApplication(""C:\Users\prabh\Documents\GitHub\SwapMateMobile\build\app\outputs\flutter-apk\app.apk"", true)",,,,2022-05-21 19:27:46,2022-05-21 19:27:58,12.797s,PASSED
