Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SwapMate_Web_TestSuite,Chrome 101.0.4951.67,,,2022-05-24 19:07:59,2022-05-24 19:09:43,1m - 43.090s,PASSED
,,,,,,,
Test Cases/Admin/Login,Chrome 101.0.4951.67,,,2022-05-24 19:08:00,2022-05-24 19:08:10,10.292s,PASSED
"openBrowser("""")",Chrome 101.0.4951.67,,,2022-05-24 19:08:00,2022-05-24 19:08:02,2.198s,PASSED
"navigateToUrl(""http://localhost:4200/site"")",Chrome 101.0.4951.67,,,2022-05-24 19:08:02,2022-05-24 19:08:04,2.000s,PASSED
"click(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/i_Products_fas fa-user-cog""))",Chrome 101.0.4951.67,,,2022-05-24 19:08:04,2022-05-24 19:08:06,1.414s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/h3_Admin Login Panel""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:08:06,2022-05-24 19:08:06,0.487s,PASSED
"setText(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/input_Email address_email""), ""Admin@gmail.com"")",Chrome 101.0.4951.67,,,2022-05-24 19:08:06,2022-05-24 19:08:07,0.579s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/input_Password_password""), ""/5S6MFFLcE4mlsixtc6/Tg=="")",Chrome 101.0.4951.67,,,2022-05-24 19:08:07,2022-05-24 19:08:07,0.357s,PASSED
"click(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/button_Submit""))",Chrome 101.0.4951.67,,,2022-05-24 19:08:07,2022-05-24 19:08:07,0.323s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/a_SwapMate Admin""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:08:07,2022-05-24 19:08:10,2.464s,PASSED
,,,,,,,
Test Cases/Admin/Page Navigation,Chrome 101.0.4951.67,,,2022-05-24 19:08:10,2022-05-24 19:08:36,26.126s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_Dashboard""))",Chrome 101.0.4951.67,,,2022-05-24 19:08:10,2022-05-24 19:08:11,0.715s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h1_Dashboard""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:08:11,2022-05-24 19:08:11,0.483s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_Showroom New""))",Chrome 101.0.4951.67,,,2022-05-24 19:08:11,2022-05-24 19:08:14,2.085s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h1_Showroom""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:08:14,2022-05-24 19:08:14,0.480s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_My Calendar 6""))",Chrome 101.0.4951.67,,,2022-05-24 19:08:14,2022-05-24 19:08:15,0.741s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h1_Appointments""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:08:15,2022-05-24 19:08:15,0.489s,PASSED
