Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SwapMate_Web_TestSuite,Chrome 101.0.4951.67,,,2022-05-24 19:00:55,2022-05-24 19:03:42,2m - 46.060s,FAILED
,,,,,,,
Test Cases/Admin/Login,Chrome 101.0.4951.67,,,2022-05-24 19:00:56,2022-05-24 19:01:09,13.627s,PASSED
"openBrowser("""")",Chrome 101.0.4951.67,,,2022-05-24 19:00:56,2022-05-24 19:01:00,4.058s,PASSED
"navigateToUrl(""http://localhost:4200/site"")",Chrome 101.0.4951.67,,,2022-05-24 19:01:00,2022-05-24 19:01:03,3.342s,PASSED
"click(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/i_Products_fas fa-user-cog""))",Chrome 101.0.4951.67,,,2022-05-24 19:01:03,2022-05-24 19:01:05,1.706s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/h3_Admin Login Panel""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:01:05,2022-05-24 19:01:06,0.489s,PASSED
"setText(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/input_Email address_email""), ""Admin@gmail.com"")",Chrome 101.0.4951.67,,,2022-05-24 19:01:06,2022-05-24 19:01:06,0.594s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/input_Password_password""), ""/5S6MFFLcE4mlsixtc6/Tg=="")",Chrome 101.0.4951.67,,,2022-05-24 19:01:06,2022-05-24 19:01:07,0.366s,PASSED
"click(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/button_Submit""))",Chrome 101.0.4951.67,,,2022-05-24 19:01:07,2022-05-24 19:01:07,0.322s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Login_Logout/Page_SwapMate/a_SwapMate Admin""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:01:07,2022-05-24 19:01:09,2.474s,PASSED
,,,,,,,
Test Cases/Admin/Page Navigation,Chrome 101.0.4951.67,,,2022-05-24 19:01:09,2022-05-24 19:01:52,42.428s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_Dashboard""))",Chrome 101.0.4951.67,,,2022-05-24 19:01:10,2022-05-24 19:01:10,0.730s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h1_Dashboard""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:01:10,2022-05-24 19:01:11,0.493s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_Showroom New""))",Chrome 101.0.4951.67,,,2022-05-24 19:01:11,2022-05-24 19:01:12,1.090s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h1_Showroom""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:01:12,2022-05-24 19:01:12,0.505s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_My Calendar 6""))",Chrome 101.0.4951.67,,,2022-05-24 19:01:12,2022-05-24 19:01:13,0.675s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h1_Appointments""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:01:13,2022-05-24 19:01:14,0.480s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/i_New_right fas fa-angle-left""))",Chrome 101.0.4951.67,,,2022-05-24 19:01:14,2022-05-24 19:01:14,0.339s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/a_Manage Stock""))",Chrome 101.0.4951.67,,,2022-05-24 19:01:14,2022-05-24 19:01:15,1.167s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/h4_Manage Current Stock""), 0)",Chrome 101.0.4951.67,,,2022-05-24 19:01:15,2022-05-24 19:01:27,11.532s,PASSED
"click(findTestObject(""Object Repository/Admin_Page_Navigation/Page_SwapMate/i_New_right fas fa-angle-left""))",Chrome 101.0.4951.67,,,2022-05-24 19:01:27,2022-05-24 19:01:27,0.307s,PASSED
